StudyID,Experiment ID,Author,Title,Year_Publication,Country,Longitude ,Latitude ,ClimateZone,Temperature ,Precipitation ,WetnessIndex,SOC_initial,TN_initial,TP_initial,NH4_N_initial,NO3_N_initial,OlsenP_initial ,pH_initial,BD_initial,CEC_initial,Texture_initial,Sand_initial,Silt _initial,Clay_initial,Type_biochar,ParticleSize_biochar,BD_biochar,PyrolysisTemperature_biochar,Ash_biochar,C_biochar,N_biochar,P_biochar,CNRatio_biochar,pH_biochar,CEC_biochar,Treatment,BiocharAddition,CropType,TrialDuration ,SoilDepth,SOC_CK,SOC_CK_SD,SOC_CK_N,SOC_T ,SOC_T _SD,SOC_T _N,SOC_RR,SOC_LNRR,TN_CK,TN_CK_SD,TN_CK_N,TN_T ,TN_T _SD,TN_T _N,TN_RR,TN_LNRR,CNRatio_CK,CNRatio_CK_SD,CNRatio_CK_N,CNRatio_T ,CNRatio_T _SD,CNRatio_T _N,CNRatio_RR,CNRatio_LNRR,DOC_CK,DOC_CK_SD,DOC_CK_N,DOC_T ,DOC_T _SD,DOC_T _N,DOC_RR,DOC_LNRR,NH4_N_CK,NH4_N_CK_SD,NH4_N_CK_N,NH4_N_T ,NH4_N_T _SD,NH4_N_T _N,NH4_N_RR,NH4_N_LNRR,NO3_N_CK,NO3_N_CK_SD,NO3_N_CK_N,NO3_N_T ,NO3_N_T _SD,NO3_N_T _N,NO3_N_RR,NO3_N_LNRR,OlsenP_CK,OlsenP_CK_SD,OlsenP_CK_N,OlsenP_T ,OlsenP_T _SD,OlsenP_T _N,OlsenP_RR,OlsenP_LNRR,CEC_CK,CEC_CK_SD,CEC_CK_N,CEC_T ,CEC_T _SD,CEC_T _N,CEC_RR,CEC_LNRR,K_CK,K_CK_SD,K_CK_N,K_T ,K_T _SD,K_T _N,K_RR,K_LNRR,Ca_CK,Ca_CK_SD,Ca_CK_N,Ca_T ,Ca_T _SD,Ca_T _N,Ca_RR,Ca_LNRR,Mg_CK,Mg_CK_SD,Mg_CK_N,Mg_T ,Mg_T _SD,Mg_T _N,Mg_RR,Mg_LNRR,Na_CK,Na_CK_SD,Na_CK_N,Na_T ,Na_T _SD,Na_T _N,Na_RR,Na_LNRR,pH_CK,pH_CK_SD,pH_CK_N,pH_T ,pH_T _SD,pH_T _N,pH_RR,pH_LNRR,SMBC_CK,SMBC_CK_SD,SMBC_CK_N,SMBC_T ,SMBC_T _SD,SMBC_T _N,SMBC_RR,SMBC_LNRR,SMBN_CK,SMBN_CK_SD,SMBN_CK_N,SMBN_T ,SMBN_T _SD,SMBN_T _N,SMBN_RR,SMBN_LNRR,CropYield_CK,CropYield_CK_SD,CropYield_CK_N,CropYield_T ,CropYield_T _SD,CropYield_T _N,CropYield_RR,CropYield_LNRR,CO2_CK,CO2_CK_SD,CO2_CK_N,CO2_T ,CO2_T _SD,CO2_T _N,CO2_RR,CO2_LNRR,CH4_CK,CH4_CK_SD,CH4_CK_N,CH4_T ,CH4_T _SD,CH4_T _N,CH4_RR,CH4_LNRR,N2O_CK,N2O_CK_SD,N2O_CK_N,N2O_T ,N2O_T _SD,N2O_T _N,N2O_RR,N2O_LNRR,GWP_CK,GWP_CK_SD,GWP_CK_N,GWP_T ,GWP_T _SD,GWP_T _N,GWP_RR,GWP_LNRR,GHGI_CK,GHGI_CK_SD,GHGI_CK_N,GHGI_T ,GHGI_T _SD,GHGI_T _N,GHGI_RR,GHGI_LNRR,
165,165_2,S. W. Kang,Establishment of optimal barley straw biochar application conditions for rice cultivation in a paddy field,2019,Korea,127.92 ,35.57 ,Temperate,27.5,954,25.44 ,,2.70 ,0.50 ,,,,6.36 ,,,,,,,Barley straw,,,400.00 ,,,,,,,,BNPK,4.00 ,Rice,210.00 ,,11.30 ,0.10 ,3.00 ,11.70 ,0.06 ,3.00 ,1.04 ,0.03 ,1.61 ,0.05 ,3.00 ,2.02 ,0.06 ,3.00 ,1.25 ,0.23 ,7.02 ,0.35 ,3.00 ,5.79 ,0.29 ,3.00 ,0.83 ,-0.19 ,,,,,,,,,,,,,,,,,,,,,,,,,89.20 ,0.50 ,3.00 ,101.40 ,0.50 ,3.00 ,1.14 ,0.13 ,,,,,,,,,1.60 ,0.08 ,3.00 ,2.40 ,0.12 ,3.00 ,1.50 ,0.41 ,4.08 ,0.20 ,3.00 ,4.51 ,0.23 ,3.00 ,1.11 ,0.10 ,0.60 ,0.03 ,3.00 ,0.68 ,0.03 ,3.00 ,1.13 ,0.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81 ,0.65 ,3.00 ,6.67 ,0.62 ,3.00 ,1.39 ,0.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_1,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.25 ,14.18 ,Tropic,,2027,,15.30 ,1.58 ,,,,,6.50 ,,34.10 ,Clay,21.00 ,37.00 ,42.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,B,41.30 ,Rice,1460.00 ,30.00 ,15.40 ,0.77 ,3.00 ,28.30 ,1.42 ,3.00 ,1.84 ,0.61 ,1.41 ,0.07 ,3.00 ,1.64 ,0.08 ,3.00 ,1.16 ,0.15 ,10.90 ,0.55 ,3.00 ,17.30 ,0.87 ,3.00 ,1.59 ,0.46 ,,,,,,,,,,,,,,,,,,,,,,,,,13.30 ,0.67 ,3.00 ,14.70 ,0.74 ,3.00 ,1.11 ,0.10 ,34.00 ,1.70 ,3.00 ,34.20 ,1.71 ,3.00 ,1.01 ,0.01 ,15.90 ,0.80 ,3.00 ,17.00 ,0.85 ,3.00 ,1.07 ,0.07 ,187.00 ,9.35 ,3.00 ,177.00 ,8.85 ,3.00 ,0.95 ,-0.05 ,109.00 ,5.45 ,3.00 ,107.00 ,5.35 ,3.00 ,0.98 ,-0.02 ,20.50 ,1.03 ,3.00 ,21.30 ,1.07 ,3.00 ,1.04 ,0.04 ,6.70 ,0.34 ,3.00 ,6.60 ,0.33 ,3.00 ,0.99 ,-0.02 ,,,,,,,,,,,,,,,,,3.84 ,0.57 ,3.00 ,3.81 ,0.34 ,3.00 ,0.99 ,-0.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_1,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.25 ,14.18 ,Tropic,,2027,,15.30 ,1.58 ,,,,,6.50 ,,34.10 ,Clay,21.00 ,37.00 ,42.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,B,49.50 ,Rice,1460.00 ,30.00 ,15.40 ,0.77 ,3.00 ,16.30 ,0.82 ,3.00 ,1.06 ,0.06 ,1.41 ,0.07 ,3.00 ,1.46 ,0.07 ,3.00 ,1.04 ,0.03 ,10.90 ,0.55 ,3.00 ,11.10 ,0.56 ,3.00 ,1.02 ,0.02 ,,,,,,,,,,,,,,,,,,,,,,,,,13.30 ,0.67 ,3.00 ,13.30 ,0.67 ,3.00 ,1.00 ,0.00 ,34.00 ,1.70 ,3.00 ,33.50 ,1.68 ,3.00 ,0.99 ,-0.01 ,15.90 ,0.80 ,3.00 ,17.10 ,0.86 ,3.00 ,1.08 ,0.07 ,187.00 ,9.35 ,3.00 ,179.00 ,8.95 ,3.00 ,0.96 ,-0.04 ,109.00 ,5.45 ,3.00 ,106.00 ,5.30 ,3.00 ,0.97 ,-0.03 ,20.50 ,1.03 ,3.00 ,19.90 ,1.00 ,3.00 ,0.97 ,-0.03 ,6.70 ,0.34 ,3.00 ,6.50 ,0.33 ,3.00 ,0.97 ,-0.03 ,,,,,,,,,,,,,,,,,3.84 ,0.57 ,3.00 ,4.14 ,0.34 ,3.00 ,1.08 ,0.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_1,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.25 ,14.18 ,Tropic,,2027,,15.30 ,1.58 ,,,,,6.50 ,,34.10 ,Clay,21.00 ,37.00 ,42.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,BNPK,41.30 ,Rice,1460.00 ,30.00 ,15.40 ,0.77 ,3.00 ,28.70 ,1.44 ,3.00 ,1.86 ,0.62 ,1.41 ,0.07 ,3.00 ,1.63 ,0.08 ,3.00 ,1.16 ,0.14 ,10.90 ,0.55 ,3.00 ,17.60 ,0.88 ,3.00 ,1.61 ,0.48 ,,,,,,,,,,,,,,,,,,,,,,,,,13.30 ,0.67 ,3.00 ,15.70 ,0.79 ,3.00 ,1.18 ,0.17 ,34.00 ,1.70 ,3.00 ,34.60 ,1.73 ,3.00 ,1.02 ,0.02 ,15.90 ,0.80 ,3.00 ,16.80 ,0.84 ,3.00 ,1.06 ,0.06 ,187.00 ,9.35 ,3.00 ,180.00 ,9.00 ,3.00 ,0.96 ,-0.04 ,109.00 ,5.45 ,3.00 ,105.00 ,5.25 ,3.00 ,0.96 ,-0.04 ,20.50 ,1.03 ,3.00 ,20.30 ,1.02 ,3.00 ,0.99 ,-0.01 ,6.70 ,0.34 ,3.00 ,6.60 ,0.33 ,3.00 ,0.99 ,-0.02 ,,,,,,,,,,,,,,,,,3.84 ,0.57 ,3.00 ,4.72 ,0.19 ,3.00 ,1.23 ,0.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_1,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.25 ,14.18 ,Tropic,,2027,,15.30 ,1.58 ,,,,,6.50 ,,34.10 ,Clay,21.00 ,37.00 ,42.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,BNPK,49.50 ,Rice,1460.00 ,30.00 ,15.40 ,0.77 ,3.00 ,16.40 ,0.82 ,3.00 ,1.06 ,0.06 ,1.41 ,0.07 ,3.00 ,1.48 ,0.07 ,3.00 ,1.05 ,0.05 ,10.90 ,0.55 ,3.00 ,11.10 ,0.56 ,3.00 ,1.02 ,0.02 ,,,,,,,,,,,,,,,,,,,,,,,,,13.30 ,0.67 ,3.00 ,15.00 ,0.75 ,3.00 ,1.13 ,0.12 ,34.00 ,1.70 ,3.00 ,34.10 ,1.71 ,3.00 ,1.00 ,0.00 ,15.90 ,0.80 ,3.00 ,17.00 ,0.85 ,3.00 ,1.07 ,0.07 ,187.00 ,9.35 ,3.00 ,176.00 ,8.80 ,3.00 ,0.94 ,-0.06 ,109.00 ,5.45 ,3.00 ,104.00 ,5.20 ,3.00 ,0.95 ,-0.05 ,20.50 ,1.03 ,3.00 ,21.20 ,1.06 ,3.00 ,1.03 ,0.03 ,6.70 ,0.34 ,3.00 ,6.50 ,0.33 ,3.00 ,0.97 ,-0.03 ,,,,,,,,,,,,,,,,,3.84 ,0.57 ,3.00 ,5.81 ,0.21 ,3.00 ,1.51 ,0.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_2,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.25 ,14.18 ,Tropic,,2027,,15.30 ,1.58 ,,,,,6.50 ,,34.10 ,Clay,21.00 ,37.00 ,42.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,B,41.30 ,Rice,1460.00 ,30.00 ,29.90 ,1.50 ,3.00 ,42.30 ,2.12 ,3.00 ,1.41 ,0.35 ,2.95 ,0.15 ,3.00 ,3.17 ,0.16 ,3.00 ,1.07 ,0.07 ,10.10 ,0.51 ,3.00 ,13.30 ,0.67 ,3.00 ,1.32 ,0.28 ,,,,,,,,,,,,,,,,,,,,,,,,,5.20 ,0.26 ,3.00 ,5.40 ,0.27 ,3.00 ,1.04 ,0.04 ,20.60 ,1.03 ,3.00 ,22.10 ,1.11 ,3.00 ,1.07 ,0.07 ,4.10 ,0.21 ,3.00 ,3.10 ,0.16 ,3.00 ,0.76 ,-0.28 ,20.00 ,1.00 ,3.00 ,18.40 ,0.92 ,3.00 ,0.92 ,-0.08 ,10.60 ,0.53 ,3.00 ,10.70 ,0.54 ,3.00 ,1.01 ,0.01 ,0.70 ,0.04 ,3.00 ,0.80 ,0.04 ,3.00 ,1.14 ,0.13 ,4.80 ,0.24 ,3.00 ,4.60 ,0.23 ,3.00 ,0.96 ,-0.04 ,,,,,,,,,,,,,,,,,3.01 ,0.73 ,3.00 ,3.52 ,0.16 ,3.00 ,1.17 ,0.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_2,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.25 ,14.18 ,Tropic,,2027,,15.30 ,1.58 ,,,,,6.50 ,,34.10 ,Clay,21.00 ,37.00 ,42.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,B,49.50 ,Rice,1460.00 ,30.00 ,29.90 ,1.50 ,3.00 ,34.40 ,1.72 ,3.00 ,1.15 ,0.14 ,2.95 ,0.15 ,3.00 ,3.21 ,0.16 ,3.00 ,1.09 ,0.08 ,10.10 ,0.51 ,3.00 ,10.70 ,0.54 ,3.00 ,1.06 ,0.06 ,,,,,,,,,,,,,,,,,,,,,,,,,5.20 ,0.26 ,3.00 ,7.60 ,0.38 ,3.00 ,1.46 ,0.38 ,20.60 ,1.03 ,3.00 ,22.30 ,1.12 ,3.00 ,1.08 ,0.08 ,4.10 ,0.21 ,3.00 ,4.30 ,0.22 ,3.00 ,1.05 ,0.05 ,20.00 ,1.00 ,3.00 ,18.20 ,0.91 ,3.00 ,0.91 ,-0.09 ,10.60 ,0.53 ,3.00 ,10.60 ,0.53 ,3.00 ,1.00 ,0.00 ,0.70 ,0.04 ,3.00 ,0.80 ,0.04 ,3.00 ,1.14 ,0.13 ,4.80 ,0.24 ,3.00 ,4.60 ,0.23 ,3.00 ,0.96 ,-0.04 ,,,,,,,,,,,,,,,,,3.01 ,0.73 ,3.00 ,3.42 ,0.23 ,3.00 ,1.14 ,0.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_2,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.25 ,14.18 ,Tropic,,2027,,15.30 ,1.58 ,,,,,6.50 ,,34.10 ,Clay,21.00 ,37.00 ,42.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,BNPK,41.30 ,Rice,1460.00 ,30.00 ,29.90 ,1.50 ,3.00 ,39.90 ,2.00 ,3.00 ,1.33 ,0.29 ,2.95 ,0.15 ,3.00 ,3.07 ,0.15 ,3.00 ,1.04 ,0.04 ,10.10 ,0.51 ,3.00 ,13.00 ,0.65 ,3.00 ,1.29 ,0.25 ,,,,,,,,,,,,,,,,,,,,,,,,,5.20 ,0.26 ,3.00 ,6.30 ,0.32 ,3.00 ,1.21 ,0.19 ,20.60 ,1.03 ,3.00 ,21.90 ,1.10 ,3.00 ,1.06 ,0.06 ,4.10 ,0.21 ,3.00 ,2.90 ,0.15 ,3.00 ,0.71 ,-0.35 ,20.00 ,1.00 ,3.00 ,18.30 ,0.92 ,3.00 ,0.92 ,-0.09 ,10.60 ,0.53 ,3.00 ,8.40 ,0.42 ,3.00 ,0.79 ,-0.23 ,0.70 ,0.04 ,3.00 ,0.70 ,0.04 ,3.00 ,1.00 ,0.00 ,4.80 ,0.24 ,3.00 ,4.50 ,0.23 ,3.00 ,0.94 ,-0.06 ,,,,,,,,,,,,,,,,,3.01 ,0.73 ,3.00 ,2.83 ,0.23 ,3.00 ,0.94 ,-0.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_2,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.25 ,14.18 ,Tropic,,2027,,15.30 ,1.58 ,,,,,6.50 ,,34.10 ,Clay,21.00 ,37.00 ,42.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,BNPK,49.50 ,Rice,1460.00 ,30.00 ,29.90 ,1.50 ,3.00 ,34.00 ,1.70 ,3.00 ,1.14 ,0.13 ,2.95 ,0.15 ,3.00 ,3.12 ,0.16 ,3.00 ,1.06 ,0.06 ,10.10 ,0.51 ,3.00 ,10.90 ,0.55 ,3.00 ,1.08 ,0.08 ,,,,,,,,,,,,,,,,,,,,,,,,,5.20 ,0.26 ,3.00 ,10.20 ,0.51 ,3.00 ,1.96 ,0.67 ,20.60 ,1.03 ,3.00 ,21.00 ,1.05 ,3.00 ,1.02 ,0.02 ,4.10 ,0.21 ,3.00 ,3.30 ,0.17 ,3.00 ,0.80 ,-0.22 ,20.00 ,1.00 ,3.00 ,21.20 ,1.06 ,3.00 ,1.06 ,0.06 ,10.60 ,0.53 ,3.00 ,10.60 ,0.53 ,3.00 ,1.00 ,0.00 ,0.70 ,0.04 ,3.00 ,0.80 ,0.04 ,3.00 ,1.14 ,0.13 ,4.80 ,0.24 ,3.00 ,4.60 ,0.23 ,3.00 ,0.96 ,-0.04 ,,,,,,,,,,,,,,,,,3.01 ,0.73 ,3.00 ,2.74 ,0.29 ,3.00 ,0.91 ,-0.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_3,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.25 ,14.18 ,Tropic,,2027,,15.30 ,1.58 ,,,,,6.50 ,,34.10 ,Clay,21.00 ,37.00 ,42.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,B,41.30 ,Rice,1460.00 ,30.00 ,5.15 ,0.26 ,3.00 ,5.66 ,0.28 ,3.00 ,1.10 ,0.09 ,0.32 ,0.02 ,3.00 ,0.37 ,0.02 ,3.00 ,1.16 ,0.15 ,16.00 ,0.80 ,3.00 ,15.70 ,0.79 ,3.00 ,0.98 ,-0.02 ,,,,,,,,,,,,,,,,,,,,,,,,,3.30 ,0.17 ,3.00 ,3.00 ,0.15 ,3.00 ,0.91 ,-0.10 ,0.94 ,0.05 ,3.00 ,1.00 ,0.05 ,3.00 ,1.06 ,0.06 ,1.00 ,0.05 ,3.00 ,1.00 ,0.05 ,3.00 ,1.00 ,0.00 ,5.10 ,0.26 ,3.00 ,7.80 ,0.39 ,3.00 ,1.53 ,0.42 ,0.40 ,0.02 ,3.00 ,0.60 ,0.03 ,3.00 ,1.50 ,0.41 ,1.00 ,0.05 ,3.00 ,0.70 ,0.04 ,3.00 ,0.70 ,-0.36 ,5.50 ,0.28 ,3.00 ,5.60 ,0.28 ,3.00 ,1.02 ,0.02 ,,,,,,,,,,,,,,,,,2.63 ,0.30 ,3.00 ,2.73 ,0.27 ,3.00 ,1.04 ,0.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_3,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.25 ,14.18 ,Tropic,,2027,,15.30 ,1.58 ,,,,,6.50 ,,34.10 ,Clay,21.00 ,37.00 ,42.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,B,49.50 ,Rice,1460.00 ,30.00 ,5.15 ,0.26 ,3.00 ,6.44 ,0.32 ,3.00 ,1.25 ,0.22 ,0.32 ,0.02 ,3.00 ,0.44 ,0.02 ,3.00 ,1.38 ,0.32 ,16.00 ,0.80 ,3.00 ,14.80 ,0.74 ,3.00 ,0.93 ,-0.08 ,,,,,,,,,,,,,,,,,,,,,,,,,3.30 ,0.17 ,3.00 ,4.40 ,0.22 ,3.00 ,1.33 ,0.29 ,0.94 ,0.05 ,3.00 ,0.90 ,0.05 ,3.00 ,0.96 ,-0.04 ,1.00 ,0.05 ,3.00 ,1.00 ,0.05 ,3.00 ,1.00 ,0.00 ,5.10 ,0.26 ,3.00 ,5.80 ,0.29 ,3.00 ,1.14 ,0.13 ,0.40 ,0.02 ,3.00 ,0.50 ,0.03 ,3.00 ,1.25 ,0.22 ,1.00 ,0.05 ,3.00 ,0.60 ,0.03 ,3.00 ,0.60 ,-0.51 ,5.50 ,0.28 ,3.00 ,5.70 ,0.29 ,3.00 ,1.04 ,0.04 ,,,,,,,,,,,,,,,,,2.63 ,0.30 ,3.00 ,2.61 ,0.28 ,3.00 ,0.99 ,-0.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_3,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.25 ,14.18 ,Tropic,,2027,,15.30 ,1.58 ,,,,,6.50 ,,34.10 ,Clay,21.00 ,37.00 ,42.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,BNPK,41.30 ,Rice,1460.00 ,30.00 ,5.15 ,0.26 ,3.00 ,5.98 ,0.30 ,3.00 ,1.16 ,0.15 ,0.32 ,0.02 ,3.00 ,0.37 ,0.02 ,3.00 ,1.16 ,0.15 ,16.00 ,0.80 ,3.00 ,16.70 ,0.84 ,3.00 ,1.04 ,0.04 ,,,,,,,,,,,,,,,,,,,,,,,,,3.30 ,0.17 ,3.00 ,4.90 ,0.25 ,3.00 ,1.48 ,0.40 ,0.94 ,0.05 ,3.00 ,0.97 ,0.05 ,3.00 ,1.03 ,0.03 ,1.00 ,0.05 ,3.00 ,0.70 ,0.04 ,3.00 ,0.70 ,-0.36 ,5.10 ,0.26 ,3.00 ,5.50 ,0.28 ,3.00 ,1.08 ,0.08 ,0.40 ,0.02 ,3.00 ,0.70 ,0.04 ,3.00 ,1.75 ,0.56 ,1.00 ,0.05 ,3.00 ,1.00 ,0.05 ,3.00 ,1.00 ,0.00 ,5.50 ,0.28 ,3.00 ,6.10 ,0.31 ,3.00 ,1.11 ,0.10 ,,,,,,,,,,,,,,,,,2.63 ,0.30 ,3.00 ,3.71 ,0.22 ,3.00 ,1.41 ,0.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_3,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.48 ,14.47 ,Tropic,,2027,,36.40 ,3.38 ,,,,,4.10 ,,23.50 ,Clay,7.00 ,40.00 ,53.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,BNPK,49.50 ,Rice,1460.00 ,30.00 ,5.15 ,0.26 ,3.00 ,7.30 ,0.37 ,3.00 ,1.42 ,0.35 ,0.32 ,0.02 ,3.00 ,0.44 ,0.02 ,3.00 ,1.38 ,0.32 ,16.00 ,0.80 ,3.00 ,17.60 ,0.88 ,3.00 ,1.10 ,0.10 ,,,,,,,,,,,,,,,,,,,,,,,,,3.30 ,0.17 ,3.00 ,7.20 ,0.36 ,3.00 ,2.18 ,0.78 ,0.94 ,0.05 ,3.00 ,1.17 ,0.06 ,3.00 ,1.24 ,0.22 ,1.00 ,0.05 ,3.00 ,1.00 ,0.05 ,3.00 ,1.00 ,0.00 ,5.10 ,0.26 ,3.00 ,7.70 ,0.39 ,3.00 ,1.51 ,0.41 ,0.40 ,0.02 ,3.00 ,1.20 ,0.06 ,3.00 ,3.00 ,1.10 ,1.00 ,0.05 ,3.00 ,0.80 ,0.04 ,3.00 ,0.80 ,-0.22 ,5.50 ,0.28 ,3.00 ,6.70 ,0.34 ,3.00 ,1.22 ,0.20 ,,,,,,,,,,,,,,,,,2.63 ,0.30 ,3.00 ,3.10 ,0.25 ,3.00 ,1.18 ,0.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_4,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.48 ,14.47 ,Tropic,,2027,,36.40 ,3.38 ,,,,,4.10 ,,23.50 ,Clay,7.00 ,40.00 ,53.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,B,41.30 ,Rice,1460.00 ,30.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02 ,0.38 ,3.00 ,2.86 ,0.24 ,3.00 ,0.95 ,-0.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_4,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.48 ,14.47 ,Tropic,,2027,,36.40 ,3.38 ,,,,,4.10 ,,23.50 ,Clay,7.00 ,40.00 ,53.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,B,49.50 ,Rice,1460.00 ,30.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02 ,0.38 ,3.00 ,2.50 ,0.22 ,3.00 ,0.83 ,-0.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_4,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.48 ,14.47 ,Tropic,,2027,,36.40 ,3.38 ,,,,,4.10 ,,23.50 ,Clay,7.00 ,40.00 ,53.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,BNPK,41.30 ,Rice,1460.00 ,30.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02 ,0.38 ,3.00 ,4.32 ,0.24 ,3.00 ,1.43 ,0.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166_4,S.M. Haefele,Effects and fate of biochar from rice residues in rice-based systems,2011,Philippines,121.48 ,14.47 ,Tropic,,2027,,36.40 ,3.38 ,,,,,4.10 ,,23.50 ,Clay,7.00 ,40.00 ,53.00 ,Rice straw,,,450.00 ,,398.00 ,5.90 ,,67.50 ,8.60 ,14.50 ,BNPK,49.50 ,Rice,1460.00 ,30.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02 ,0.38 ,3.00 ,4.04 ,0.25 ,3.00 ,1.34 ,0.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
